Subject;Mouse;Cell Type;Group;Age;Sleep;mfr_s1;mfr_s2;mfr_s3;mfr_s4;mfr_s5;pfr_s1;pfr_s2;pfr_s3;pfr_s4;pfr_s5;outF_s1;outF_s2;outF_s3;outF_s4;outF_s5;NOfF_s1;NOfF_s2;NOfF_s3;NOfF_s4;NOfF_s5;InfoC_s1;InfoC_s2;InfoC_s3;InfoC_s4;InfoC_s5;RatRemap_Hab-S1;RatRemap_S1-S2;RatRemap_S2-S3;RatRemap_S3-test;SmFields_s1;SmFields_s2;SmFields_s3;SmFields_s4;SmFields_s5
R94SD4_1;R94SD;T4_1;Young_SD;Young;restriction;0,686235758;0,435271427;0,387567038;0,269493927;0,351929136;1,513747998;1,232108619;1,483952936;2,717205296;1,249355315;0,446326468;0,286050044;0,23005134;0,257074907;0,181246984;1;4;1;2;2;0,346440978;0,169919278;0,10963827;0,435237611;0,25830775;0,281639379;0,251844317;1,233252359;1,46784998;124;340;120;36;168
R94SD4_10;R94SD;T4_10;Young_SD;Young;restriction;1,127387316;1,117196662;1,227295621;0,80427094;0,977120896;2,145142943;2,855128673;2,111098783;2,232586675;2,01940459;0,693971968;0,976386451;0,990071911;0,51681281;0,686614409;2;1;1;1;1;0,818239997;0,568713651;0,955565452;0,727134213;0,76360616;0,70998573;0,74402989;0,121487891;0,213182085;228;112;208;156;116
R94SD4_2;R94SD;T4_2;Young_SD;Young;restriction;0,401938087;0,507816665;0,377629422;0,471614373;0,376771193;1,636680057;1,734687682;2,090216216;1,243804915;1,943780522;0,345363893;0,353080275;0,283451949;0,444830799;0,295602075;1;1;2;1;1;0,364854164;0,490716891;0,670088456;0,468917456;0,915763397;0,098007625;0,355528533;0,8464113;0,699975606;236;528;288;252;340
R94SD4_3;R94SD;T4_3;Young_SD;Young;restriction;0,681334074;0,672252537;0,750290036;0,606361337;0,633472446;1,591528052;2,803479053;1,913134517;1,748017468;1,233217738;0,487319858;0,523122619;0,470146712;0,462317537;0,535091192;1;1;2;2;2;0,364899293;0,442883577;0,21475724;0,460838052;0,382222366;1,211951001;0,890344536;0,165117049;0,51479973;240;76;220;212;456
R94SD4_4;R94SD;T4_4;Young_SD;Young;restriction;0,666629022;0,972106187;0,829790966;0,551620383;0,736981015;1,31716568;1,191204289;2,629454198;2,002167089;1,714852339;0,454179968;0,66347278;0,679713622;0,451789871;0,520357038;2;2;1;1;1;0,458830437;0,564541617;0,446372918;0,476042491;0,631964527;0,125961391;1,438249908;0,627287108;0,287314751;632;576;160;488;592
R94SD4_5;R94SD;T4_5;Young_SD;Young;restriction;0,696039126;0,609379998;0,700601954;0,648469763;0,650033817;1,771439439;1,594174552;1,647468681;1,200893858;0,874962693;0,535984914;0,579111767;0,52391114;0,426373315;0,370868959;1;1;1;1;1;0,367676734;0,493387689;NA;0,218155866;0,234928833;0,177264887;0,053294129;0,446574823;0,325931165;60;152;156;292;416
R94SD4_6;R94SD;T4_6;Young_SD;Young;restriction;0,745055965;0,662579839;0,889416665;1,010602228;0,807366842;1,572849393;3,691417403;2,87256375;2,154557126;2,389613896;0,448495103;0,433502351;0,80031375;0,704667336;0,552792109;2;1;2;1;1;0,596492232;0,585803849;0,710723744;0,5605337;0,450481827;2,118568009;0,818853652;0,718006624;0,23505677;288;172;152;204;200
R94SD4_8;R94SD;T4_8;Young_SD;Young;restriction;0,406839771;0,444944125;0,496880818;0,522144484;0,438876335;1,194859702;0,672996132;2,598834805;1,362664812;1,634072257;0,343684639;0,37909106;0,370263512;0,330382583;0,218298641;1;2;1;2;2;0,489747849;0,381801201;0,506571073;0,444879876;0,684189288;0,52186357;1,925838673;1,236169993;0,271407446;340;496;68;124;92
R94SD4_9;R94SD;T4_9;Young_SD;Young;restriction;0,656825654;1,07366952;0,993761636;1,002180543;0,741121358;3,151647711;2,956961874;2,365503864;2,406351;2,290100766;0,433598068;0,975387454;0,875301482;0,651782793;0,461017841;3;1;1;1;1;0,364573619;0,316989687;0,478259679;0,473549081;0,592533184;0,194685837;0,59145801;0,040847136;0,116250233;80;156;148;108;228
R94SD5_1;R94SD;T5_1;Young_SD;Young;restriction;0,519578502;0,362726189;0,616132215;0,471614373;0,455437706;1,478446608;1,649934149;2,140071878;3,39623795;2,249726784;0,386237008;0,169470757;0,490889875;0,377492707;0,338637589;2;1;1;1;1;1,783248098;1,650858819;0,967774758;0,644845738;1,385519867;0,171487541;0,490137729;1,256166072;1,146511166;368;340;160;88;240
R94SD5_3;R94SD;T5_3;Young_SD;Young;restriction;0,62741555;0,696434283;0,611163406;0,779005884;0,741121358;0,633136862;2,389508908;1,44008227;1,673957339;1,175476672;0,198641859;0,346705902;0,278240127;0,322665044;0,263416051;2;1;1;1;1;0,358640219;0,41135285;0,169899836;0,475783609;0,494149912;1,756372046;0,949426638;0,23387507;0,498480668;112;148;148;136;252
R94SD5_4;R94SD;T5_4;Young_SD;Young;restriction;0,186263991;0,643234442;0,32794134;0,261072242;0,306385366;0,932224721;1,251271419;0,768325221;0,6051308;1,40131513;0,429738033;0,302516771;0,459558776;0,721436559;0,529410007;1;1;1;1;1;0,939530469;0,51092141;0,422880812;1,342603374;0,873776293;0,319046698;0,482946198;0,163194421;0,79618433;544;96;240;288;76
R94SD5_5;R94SD;T5_5;Young_SD;Young;restriction;0,50487345;0,502980316;0,313034915;0,277915613;0,389192221;0,687061594;0,787143423;0,619779334;0,572568609;1,413034366;0,161384835;0,408077705;0,227364668;0,151564666;0,187806598;2;2;3;2;1;0,35879794;0,410950425;0,512924637;0,456574836;0,756291791;0,100081829;0,167364088;0,047210725;0,840465757;292;292;312;472;84
R94SD5_6;R94SD;T5_6;Young_SD;Young;restriction;0,294101039;0,527162061;0,268315642;0,294758983;0,414034278;1,351681497;0,615751911;1,127881279;1,126098774;1,131680508;0,343432593;0,477528052;0,252412339;0,216430887;0,360943811;2;1;3;2;1;0,579572212;0,341134406;0,977709968;0,619770431;0,361387287;0,735929586;0,512129368;0,001782505;0,005581734;56;432;36;48;116
R94SD4_11;R94SD;T4_11;Young_SD;Young;restriction;0,401938087;0,2950173;0,233533985;0,252650557;0,29810468;1,416892697;1,389335992;0,830273808;1,139501434;1,617403383;0,222165407;0,26338364;0,176192338;0,199023608;0,387693681;1;3;1;1;1;0,407392954;0,521974275;1,97835508;0,998185417;0,674010762;0,027556705;0,559062184;0,309227625;0,477901949;204;136;740;384;452
R95SD1_1;R95SD;T1_1;Young_SD;Young;restriction;0,520498508;0,522556486;0,540857813;0,563478972;0,818279691;2,148184272;0,560760027;3,291537853;2,914049479;4,412711612;0,395157386;0,473154744;0,287762181;0,434960455;0,38110713;1;2;1;NA;1;0,601345398;0,208188402;0,367931817;0,394125451;0,428679658;1,587424245;2,730777827;0,377488375;1,498662133;52;112;432;488;80
R95SD1_2;R95SD;T1_2;Young_SD;Young;restriction;0,73939975;0,192329818;1,442287501;1,716049598;1,553344499;1,61635448;1,259661333;0,959728401;0,908392686;0,620113999;0,635981937;0,184711031;0;1,288124865;1,507475143;3;4;3;1;3;0,509041106;1,013176448;0,085032122;0,189452591;0,174523021;0,356693147;0,299932932;0,051335715;0,288278687;444;268;72;252;236
R95SD1_3;R95SD;T1_3;Young_SD;Young;restriction;0,389157763;0,457236926;0,454812252;0,482981976;0,145626047;2,611537124;2,311693329;6,123276916;1,727073046;1,293040476;0,326149536;0,375673705;0,255317731;0,289895215;0,110321906;1;2;1;1;2;1,077687062;0,305901651;0,613277097;0,433639519;1,490394668;0,299843795;3,811583587;4,39620387;0,43403257;780;180;176;100;576
R95SD3_1;R95SD;T3_1;Young_SD;Young;restriction;1,26476273;1,161236636;1,307073048;0,651293877;0,516625737;1,245742509;0,745721723;1,868638106;0,701696875;1,009198966;0,714838473;0,769952901;1,02998142;0,427663057;0,396357556;1;3;1;2;2;0,33993229;0,553929008;0,601457848;0,632832894;0,62494989;0,500020787;1,122916384;1,166941231;0,30750209;500;524;476;424;284
R95SD3_2;R95SD;T3_2;Young_SD;Young;restriction;0,865876023;0,279422566;0,745728196;0,256126806;0,5790369;1,956049522;1,294703998;2,170662225;2,72793024;2,168772637;0,413340979;0,232581534;0,648335969;0,242510302;0,331464948;1;1;NA;2;1;0,335027955;0,439316941;0,376683612;0,773160625;0,546830519;0,661345524;0,875958227;0,557268015;0,559157603;160;216;88;280;268
R95SD4_4;R95SD;T4_4;Young_SD;Young;restriction;3,614302725;3,044617306;1,712716407;1,668483191;1,310634421;5,368075486;4,710148446;2,345743181;2,393507733;2,141750773;0,482642965;0,574599457;0,54435378;0,434537222;0,410483085;1;1;1;1;1;0,486311137;0,405500116;0,336869268;0,279674614;0,500734655;0,65792704;2,364405265;0,047764553;0,251756961;88;148;256;276;328
R95SD3_5;R95SD;T3_5;Young_SD;Young;restriction;1,55176658;1,821689973;1,188248225;1,763616005;1,605353802;2,498815685;2,689842237;2,132576279;2,636858533;2,539384182;0,943907043;1,151034379;0,999531533;1,112491592;1,022524608;1;1;1;1;1;0,043692607;0,046864209;0,089860684;0,113181982;0,214524891;0,191026552;0,557265958;0,504282254;0,097474352;408;544;824;408;348
R95SD4_1;R95SD;T4_1;Young_SD;Young;restriction;1,415561363;1,386226235;1,143176741;1,185501215;0,658784497;3,908020657;2,779809406;4,70571998;2,848223084;1,677574122;1,130224322;0,916337406;0,885488271;0,784038965;0,479273601;1;1;1;1;1;0,191705982;0,07374759;0,081114176;0,072318588;0,122080123;1,128211252;1,925910575;1,857496896;1,170648963;612;172;120;692;624
R95SD4_2;R95SD;T4_2;Young_SD;Young;restriction;0,199443354;0,664082201;0,512175959;0,479323022;0,499289303;1,174052525;2,250970204;1,293752581;1,200978321;1,517059998;0,199988687;0,510393406;0,321090315;0,299936744;0,310107846;1;2;1;2;2;0,462347724;0,501424809;0,618273572;0,512924455;0,690785585;1,076917678;0,957217623;0,09277426;0,316081677;188;208;300;752;216
R95SD4_3;R95SD;T4_3;Young_SD;Young;restriction;1,945788816;1,98861774;1,708618999;1,635552602;0,981242172;3,903271092;3,799190133;2,473719694;2,47111814;1,996643453;1,644656207;1,623997706;1,003356514;1,090346826;0,775441859;2;2;3;3;2;0,98717069;0,741492658;0,535785016;0,706334898;0,947516907;0,104080959;1,325470439;0,002601554;0,474474687;104;128;164;252;148
